date,value,site_no,station_nm,lat,lon
2024-06-14,5.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-15,5.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-16,5.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-17,5.3,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-18,5.7,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-19,5.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-20,6.0,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-21,6.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-22,7.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-23,7.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-24,6.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-25,6.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-26,7.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-27,7.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-28,6.7,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-29,6.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-06-30,7.1,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-01,7.0,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-02,7.3,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-03,7.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-04,7.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-05,7.1,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-06,7.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-07,7.7,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-08,7.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-09,7.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-10,7.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-11,8.1,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-12,6.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-13,7.3,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-14,7.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-15,7.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-16,7.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-17,7.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-18,7.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-19,8.0,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-20,8.1,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-21,8.3,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-22,7.7,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-23,7.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-24,7.0,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-25,6.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-26,7.3,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-27,7.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-28,9.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-29,8.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-30,6.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-07-31,6.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-01,6.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-02,7.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-03,7.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-04,7.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-05,7.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-06,7.7,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-07,7.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-08,7.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-09,7.1,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-11,7.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-12,7.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-13,7.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-14,8.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-15,8.3,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-16,8.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-17,8.0,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-18,8.7,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-19,7.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-20,7.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-21,8.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-22,8.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-23,8.7,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-24,8.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-26,8.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-27,8.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-28,9.3,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-29,8.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-30,9.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-08-31,9.0,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-01,8.7,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-02,8.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-03,8.7,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-04,8.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-06,8.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-07,8.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-08,8.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-09,9.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-10,8.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-11,11.0,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-12,11.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-13,9.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-14,8.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-15,9.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-16,10.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-17,10.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-18,10.8,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-19,10.2,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-20,10.3,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-21,10.1,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-23,10.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-25,10.6,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-26,10.4,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-27,10.5,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-28,9.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-09-29,9.9,14164550,"CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR",44.07066667,-122.8846667
2024-01-01,1.4,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-02,1.4,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-03,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-04,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-05,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-06,1.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-07,1.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-08,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-09,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-10,1.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-11,1.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-12,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-13,1.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-14,1.6,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-15,1.6,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-16,1.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-17,1.4,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-18,2.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-19,2.4,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-20,1.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-21,1.7,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-22,1.7,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-23,1.6,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-24,1.9,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-25,1.9,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-26,2.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-27,3.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-28,3.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-29,2.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-30,2.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-01-31,2.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-01,2.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-02,2.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-03,2.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-04,3.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-05,3.6,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-06,3.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-07,4.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-08,3.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-09,3.6,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-10,3.4,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-11,3.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-12,3.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-13,2.9,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-14,2.9,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-15,2.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-16,2.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-17,2.7,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-18,2.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-19,2.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-20,2.6,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-21,2.6,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-22,2.4,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-23,2.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-24,2.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-25,2.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-26,3.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-27,3.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-28,2.9,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-02-29,3.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-01,3.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-02,3.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-03,2.7,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-04,2.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-05,2.9,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-06,2.9,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-07,2.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-08,2.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-09,2.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-10,2.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-11,1.9,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-12,1.6,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-13,1.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-14,1.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-15,1.4,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-16,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-17,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-18,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-19,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-20,1.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-21,1.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-22,1.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-23,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-24,1.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-25,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-26,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-27,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-28,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-29,1.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-30,1.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-03-31,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-01,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-02,1.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-03,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-04,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-05,1.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-06,1.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-07,1.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-08,1.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-09,1.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-10,1.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-11,1.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-12,0.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-13,0.7,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-14,0.7,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-15,0.8,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-16,1.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-17,0.7,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-18,0.6,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-19,2.1,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-20,2.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-21,2.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-22,2.4,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-23,2.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-24,3.0,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-25,2.4,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-26,2.3,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-27,2.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-28,2.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-29,2.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-04-30,2.5,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-05-01,2.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-05-02,2.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
2024-05-03,2.2,14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.75377778,-122.2974444
